Uid,City Name,State,Abbr
1561707014,Abbeville,Louisiana,LA
1561707015,Abita Springs,Louisiana,LA
1561707016,Addis,Louisiana,LA
1561707017,Albany,Louisiana,LA
1561707018,Alexandria,Louisiana,LA
1561707019,Ama,Louisiana,LA
1561707020,Amelia,Louisiana,LA
1561707021,Amite City,Louisiana,LA
1561707022,Anacoco,Louisiana,LA
1561707023,Angie,Louisiana,LA
1561707024,Arabi,Louisiana,LA
1561707025,Arcadia,Louisiana,LA
1561707026,Arnaudville,Louisiana,LA
1561707027,Ashland,Louisiana,LA
1561707028,Athens,Louisiana,LA
1561707029,Atlanta,Louisiana,LA
1561707030,Avondale,Louisiana,LA
1561707031,Baker,Louisiana,LA
1561707032,Baldwin,Louisiana,LA
1561707033,Ball,Louisiana,LA
1561707034,Banks Springs,Louisiana,LA
1561707035,Barataria,Louisiana,LA
1561707036,Basile,Louisiana,LA
1561707037,Baskin,Louisiana,LA
1561707038,Bastrop,Louisiana,LA
1561707039,Baton Rouge,Louisiana,LA
1561707040,Bawcomville,Louisiana,LA
1561707041,Bayou Blue,Louisiana,LA
1561707042,Bayou Cane,Louisiana,LA
1561707043,Bayou Corne,Louisiana,LA
1561707044,Bayou Country Club,Louisiana,LA
1561707045,Bayou Gauche,Louisiana,LA
1561707046,Bayou Goula,Louisiana,LA
1561707047,Bayou L'Ourse,Louisiana,LA
1561707048,Bayou Vista,Louisiana,LA
1561707049,Belcher,Louisiana,LA
1561707050,Belle Chasse,Louisiana,LA
1561707051,Belle Rose,Louisiana,LA
1561707052,Belmont,Louisiana,LA
1561707053,Benton,Louisiana,LA
1561707054,Bernice,Louisiana,LA
1561707055,Berwick,Louisiana,LA
1561707056,Bienville,Louisiana,LA
1561707057,Blanchard,Louisiana,LA
1561707058,Bogalusa,Louisiana,LA
1561707059,Bonita,Louisiana,LA
1561707060,Boothville,Louisiana,LA
1561707061,Bordelonville,Louisiana,LA
1561707062,Bossier City,Louisiana,LA
1561707063,Bourg,Louisiana,LA
1561707064,Boutte,Louisiana,LA
1561707065,Boyce,Louisiana,LA
1561707066,Branch,Louisiana,LA
1561707067,Breaux Bridge,Louisiana,LA
1561707068,Bridge City,Louisiana,LA
1561707069,Broussard,Louisiana,LA
1561707070,Brownfields,Louisiana,LA
1561707071,Brownsville,Louisiana,LA
1561707072,Brusly,Louisiana,LA
1561707073,Bryceland,Louisiana,LA
1561707074,Bunkie,Louisiana,LA
1561707075,Buras,Louisiana,LA
1561707076,Cade,Louisiana,LA
1561707077,Calhoun,Louisiana,LA
1561707078,Calvin,Louisiana,LA
1561707079,Cameron,Louisiana,LA
1561707080,Campti,Louisiana,LA
1561707081,Cankton,Louisiana,LA
1561707082,Carencro,Louisiana,LA
1561707083,Carlyss,Louisiana,LA
1561707084,Castor,Louisiana,LA
1561707085,Catahoula,Louisiana,LA
1561707086,Cecilia,Louisiana,LA
1561707087,Center Point,Louisiana,LA
1561707088,Central,Louisiana,LA
1561707089,Chackbay,Louisiana,LA
1561707090,Chalmette,Louisiana,LA
1561707091,Charenton,Louisiana,LA
1561707092,Chataignier,Louisiana,LA
1561707093,Chatham,Louisiana,LA
1561707094,Chauvin,Louisiana,LA
1561707095,Cheneyville,Louisiana,LA
1561707096,Choctaw,Louisiana,LA
1561707097,Choudrant,Louisiana,LA
1561707098,Church Point,Louisiana,LA
1561707099,Claiborne,Louisiana,LA
1561707100,Clarence,Louisiana,LA
1561707101,Clarks,Louisiana,LA
1561707102,Clayton,Louisiana,LA
1561707103,Clinton,Louisiana,LA
1561707104,Colfax,Louisiana,LA
1561707105,Collinston,Louisiana,LA
1561707106,Columbia,Louisiana,LA
1561707107,Convent,Louisiana,LA
1561707108,Converse,Louisiana,LA
1561707109,Cotton Valley,Louisiana,LA
1561707110,Cottonport,Louisiana,LA
1561707111,Coushatta,Louisiana,LA
1561707112,Covington,Louisiana,LA
1561707113,Creola,Louisiana,LA
1561707114,Crescent,Louisiana,LA
1561707115,Crowley,Louisiana,LA
1561707116,Cullen,Louisiana,LA
1561707117,Cut Off,Louisiana,LA
1561707118,Delcambre,Louisiana,LA
1561707119,Delhi,Louisiana,LA
1561707120,Delta,Louisiana,LA
1561707121,Denham Springs,Louisiana,LA
1561707122,DeQuincy,Louisiana,LA
1561707123,DeRidder,Louisiana,LA
1561707124,Des Allemands,Louisiana,LA
1561707125,Destrehan,Louisiana,LA
1561707126,Deville,Louisiana,LA
1561707127,Dixie Inn,Louisiana,LA
1561707128,Dodson,Louisiana,LA
1561707129,Donaldsonville,Louisiana,LA
1561707130,Downsville,Louisiana,LA
1561707131,Doyline,Louisiana,LA
1561707132,Dry Prong,Louisiana,LA
1561707133,Dubach,Louisiana,LA
1561707134,Dubberly,Louisiana,LA
1561707135,Dulac,Louisiana,LA
1561707136,Duson,Louisiana,LA
1561707137,East Hodge,Louisiana,LA
1561707138,Eastwood,Louisiana,LA
1561707139,Eden Isle,Louisiana,LA
1561707140,Edgard,Louisiana,LA
1561707141,Edgefield,Louisiana,LA
1561707142,Egan,Louisiana,LA
1561707143,Elizabeth,Louisiana,LA
1561707144,Elmwood,Louisiana,LA
1561707145,Elton,Louisiana,LA
1561707146,Empire,Louisiana,LA
1561707147,Epps,Louisiana,LA
1561707148,Erath,Louisiana,LA
1561707149,Eros,Louisiana,LA
1561707150,Erwinville,Louisiana,LA
1561707151,Estelle,Louisiana,LA
1561707152,Estherwood,Louisiana,LA
1561707153,Eunice,Louisiana,LA
1561707154,Evergreen,Louisiana,LA
1561707155,Farmerville,Louisiana,LA
1561707156,Fenton,Louisiana,LA
1561707157,Ferriday,Louisiana,LA
1561707158,Fifth Ward,Louisiana,LA
1561707159,Fisher,Louisiana,LA
1561707160,Florien,Louisiana,LA
1561707161,Folsom,Louisiana,LA
1561707162,Fordoche,Louisiana,LA
1561707163,Forest,Louisiana,LA
1561707164,Forest Hill,Louisiana,LA
1561707165,Fort Jesup,Louisiana,LA
1561707166,Fort Polk North,Louisiana,LA
1561707167,Fort Polk South,Louisiana,LA
1561707168,Franklin,Louisiana,LA
1561707169,Franklinton,Louisiana,LA
1561707170,French Settlement,Louisiana,LA
1561707171,Frierson,Louisiana,LA
1561707172,Galliano,Louisiana,LA
1561707173,Gardere,Louisiana,LA
1561707174,Garyville,Louisiana,LA
1561707175,Georgetown,Louisiana,LA
1561707176,Gibsland,Louisiana,LA
1561707177,Gilbert,Louisiana,LA
1561707178,Gilliam,Louisiana,LA
1561707179,Gillis,Louisiana,LA
1561707180,Glencoe,Louisiana,LA
1561707181,Glenmora,Louisiana,LA
1561707182,Gloster,Louisiana,LA
1561707183,Golden Meadow,Louisiana,LA
1561707184,Goldonna,Louisiana,LA
1561707185,Gonzales,Louisiana,LA
1561707186,Grambling,Louisiana,LA
1561707187,Gramercy,Louisiana,LA
1561707188,Grand Cane,Louisiana,LA
1561707189,Grand Coteau,Louisiana,LA
1561707190,Grand Isle,Louisiana,LA
1561707191,Grand Point,Louisiana,LA
1561707192,Gray,Louisiana,LA
1561707193,Grayson,Louisiana,LA
1561707194,Greensburg,Louisiana,LA
1561707195,Greenwood,Louisiana,LA
1561707196,Gretna,Louisiana,LA
1561707197,Grosse Tete,Louisiana,LA
1561707198,Gueydan,Louisiana,LA
1561707199,Hackberry,Louisiana,LA
1561707200,Hahnville,Louisiana,LA
1561707201,Hall Summit,Louisiana,LA
1561707202,Hammond,Louisiana,LA
1561707203,Harahan,Louisiana,LA
1561707204,Harrisonburg,Louisiana,LA
1561707205,Harvey,Louisiana,LA
1561707206,Haughton,Louisiana,LA
1561707207,Hayes,Louisiana,LA
1561707208,Haynesville,Louisiana,LA
1561707209,Heflin,Louisiana,LA
1561707210,Henderson,Louisiana,LA
1561707211,Hessmer,Louisiana,LA
1561707212,Hester,Louisiana,LA
1561707213,Hodge,Louisiana,LA
1561707214,Homer,Louisiana,LA
1561707215,Hornbeck,Louisiana,LA
1561707216,Hosston,Louisiana,LA
1561707217,Houma,Louisiana,LA
1561707218,Ida,Louisiana,LA
1561707219,Independence,Louisiana,LA
1561707220,Inniswold,Louisiana,LA
1561707221,Iota,Louisiana,LA
1561707222,Iowa,Louisiana,LA
1561707223,Jackson,Louisiana,LA
1561707224,Jamestown,Louisiana,LA
1561707225,Jean Lafitte,Louisiana,LA
1561707226,Jeanerette,Louisiana,LA
1561707227,Jefferson,Louisiana,LA
1561707228,Jena,Louisiana,LA
1561707229,Jennings,Louisiana,LA
1561707230,Jonesboro,Louisiana,LA
1561707231,Jonesville,Louisiana,LA
1561707232,Jordan Hill,Louisiana,LA
1561707233,Joyce,Louisiana,LA
1561707234,Junction City,Louisiana,LA
1561707235,Kaplan,Louisiana,LA
1561707236,Keachi,Louisiana,LA
1561707237,Kenner,Louisiana,LA
1561707238,Kentwood,Louisiana,LA
1561707239,Kilbourne,Louisiana,LA
1561707240,Killian,Louisiana,LA
1561707241,Killona,Louisiana,LA
1561707242,Kinder,Louisiana,LA
1561707243,Kraemer,Louisiana,LA
1561707244,Krotz Springs,Louisiana,LA
1561707245,Labadieville,Louisiana,LA
1561707246,Lacassine,Louisiana,LA
1561707247,Lacombe,Louisiana,LA
1561707248,Lafayette,Louisiana,LA
1561707249,Lafitte,Louisiana,LA
1561707250,Lafourche Crossing,Louisiana,LA
1561707251,Lake Arthur,Louisiana,LA
1561707252,Lake Charles,Louisiana,LA
1561707253,Lake Providence,Louisiana,LA
1561707254,Lakeshore,Louisiana,LA
1561707255,Lakeview,Louisiana,LA
1561707256,Laplace,Louisiana,LA
1561707257,Larose,Louisiana,LA
1561707258,Lawtell,Louisiana,LA
1561707259,Lecompte,Louisiana,LA
1561707260,Leesville,Louisiana,LA
1561707261,Lemannville,Louisiana,LA
1561707262,Leonville,Louisiana,LA
1561707263,Lillie,Louisiana,LA
1561707264,Lisbon,Louisiana,LA
1561707265,Livingston,Louisiana,LA
1561707266,Livonia,Louisiana,LA
1561707267,Lockport,Louisiana,LA
1561707268,Lockport Heights,Louisiana,LA
1561707269,Logansport,Louisiana,LA
1561707270,Longstreet,Louisiana,LA
1561707271,Longville,Louisiana,LA
1561707272,Loreauville,Louisiana,LA
1561707273,Lucky,Louisiana,LA
1561707274,Luling,Louisiana,LA
1561707275,Lutcher,Louisiana,LA
1561707276,Lydia,Louisiana,LA
1561707277,Madisonville,Louisiana,LA
1561707278,Mamou,Louisiana,LA
1561707279,Mandeville,Louisiana,LA
1561707280,Mangham,Louisiana,LA
1561707281,Mansfield,Louisiana,LA
1561707282,Mansura,Louisiana,LA
1561707283,Many,Louisiana,LA
1561707284,Maringouin,Louisiana,LA
1561707285,Marion,Louisiana,LA
1561707286,Marksville,Louisiana,LA
1561707287,Marrero,Louisiana,LA
1561707288,Martin,Louisiana,LA
1561707289,Mathews,Louisiana,LA
1561707290,Maurice,Louisiana,LA
1561707291,McNary,Louisiana,LA
1561707292,Melville,Louisiana,LA
1561707293,Mer Rouge,Louisiana,LA
1561707294,Meraux,Louisiana,LA
1561707295,Mermentau,Louisiana,LA
1561707296,Merrydale,Louisiana,LA
1561707297,Merryville,Louisiana,LA
1561707298,Metairie,Louisiana,LA
1561707299,Midway,Louisiana,LA
1561707300,Milton,Louisiana,LA
1561707301,Minden,Louisiana,LA
1561707302,Minorca,Louisiana,LA
1561707303,Monroe,Louisiana,LA
1561707304,Montegut,Louisiana,LA
1561707305,Monterey,Louisiana,LA
1561707306,Montgomery,Louisiana,LA
1561707307,Monticello,Louisiana,LA
1561707308,Montpelier,Louisiana,LA
1561707309,Montz,Louisiana,LA
1561707310,Moonshine,Louisiana,LA
1561707311,Mooringsport,Louisiana,LA
1561707312,Moreauville,Louisiana,LA
1561707313,Morgan City,Louisiana,LA
1561707314,Morganza,Louisiana,LA
1561707315,Morse,Louisiana,LA
1561707316,Moss Bluff,Louisiana,LA
1561707317,Mound,Louisiana,LA
1561707318,Mount Lebanon,Louisiana,LA
1561707319,Napoleonville,Louisiana,LA
1561707320,Natalbany,Louisiana,LA
1561707321,Natchez,Louisiana,LA
1561707322,Natchitoches,Louisiana,LA
1561707323,New Iberia,Louisiana,LA
1561707324,New Llano,Louisiana,LA
1561707325,New Orleans,Louisiana,LA
1561707326,New Roads,Louisiana,LA
1561707327,New Sarpy,Louisiana,LA
1561707328,Newellton,Louisiana,LA
1561707329,Noble,Louisiana,LA
1561707330,Norco,Louisiana,LA
1561707331,North Hodge,Louisiana,LA
1561707332,North Vacherie,Louisiana,LA
1561707333,Norwood,Louisiana,LA
1561707334,Oak Grove,Louisiana,LA
1561707335,Oak Hills Place,Louisiana,LA
1561707336,Oak Ridge,Louisiana,LA
1561707337,Oakdale,Louisiana,LA
1561707338,Oberlin,Louisiana,LA
1561707339,Oil City,Louisiana,LA
1561707340,Old Jefferson,Louisiana,LA
1561707341,Olla,Louisiana,LA
1561707342,Opelousas,Louisiana,LA
1561707343,Oretta,Louisiana,LA
1561707344,Ossun,Louisiana,LA
1561707345,Paincourtville,Louisiana,LA
1561707346,Palmetto,Louisiana,LA
1561707347,Paradis,Louisiana,LA
1561707348,Parks,Louisiana,LA
1561707349,Patterson,Louisiana,LA
1561707350,Paulina,Louisiana,LA
1561707351,Pearl River,Louisiana,LA
1561707352,Pierre Part,Louisiana,LA
1561707353,Pine Prairie,Louisiana,LA
1561707354,Pineville,Louisiana,LA
1561707355,Pioneer,Louisiana,LA
1561707356,Pitkin,Louisiana,LA
1561707357,Plain Dealing,Louisiana,LA
1561707358,Plaquemine,Louisiana,LA
1561707359,Plaucheville,Louisiana,LA
1561707360,Pleasant Hill,Louisiana,LA
1561707361,Pleasure Bend,Louisiana,LA
1561707362,Point Place,Louisiana,LA
1561707363,Pointe a la Hache,Louisiana,LA
1561707364,Pollock,Louisiana,LA
1561707365,Ponchatoula,Louisiana,LA
1561707366,Port Allen,Louisiana,LA
1561707367,Port Barre,Louisiana,LA
1561707368,Port Sulphur,Louisiana,LA
1561707369,Port Vincent,Louisiana,LA
1561707370,Powhatan,Louisiana,LA
1561707371,Poydras,Louisiana,LA
1561707372,Prairieville,Louisiana,LA
1561707373,Presquille,Louisiana,LA
1561707374,Prien,Louisiana,LA
1561707375,Prospect,Louisiana,LA
1561707376,Provencal,Louisiana,LA
1561707377,Quitman,Louisiana,LA
1561707378,Raceland,Louisiana,LA
1561707379,Rayne,Louisiana,LA
1561707380,Rayville,Louisiana,LA
1561707381,Red Chute,Louisiana,LA
1561707382,Reddell,Louisiana,LA
1561707383,Reeves,Louisiana,LA
1561707384,Reserve,Louisiana,LA
1561707385,Richmond,Louisiana,LA
1561707386,Richwood,Louisiana,LA
1561707387,Ridgecrest,Louisiana,LA
1561707388,Ringgold,Louisiana,LA
1561707389,River Ridge,Louisiana,LA
1561707390,Roanoke,Louisiana,LA
1561707391,Robeline,Louisiana,LA
1561707392,Rock Hill,Louisiana,LA
1561707393,Rodessa,Louisiana,LA
1561707394,Romeville,Louisiana,LA
1561707395,Rosedale,Louisiana,LA
1561707396,Roseland,Louisiana,LA
1561707397,Rosepine,Louisiana,LA
1561707398,Ruston,Louisiana,LA
1561707399,Saline,Louisiana,LA
1561707400,Sarepta,Louisiana,LA
1561707401,Schriever,Louisiana,LA
1561707402,Scott,Louisiana,LA
1561707403,Shenandoah,Louisiana,LA
1561707404,Shongaloo,Louisiana,LA
1561707405,Shreveport,Louisiana,LA
1561707406,Sibley,Louisiana,LA
1561707407,Sicily Island,Louisiana,LA
1561707408,Sikes,Louisiana,LA
1561707409,Simmesport,Louisiana,LA
1561707410,Simpson,Louisiana,LA
1561707411,Simsboro,Louisiana,LA
1561707412,Singer,Louisiana,LA
1561707413,Siracusaville,Louisiana,LA
1561707414,Slaughter,Louisiana,LA
1561707415,Slidell,Louisiana,LA
1561707416,Sorrel,Louisiana,LA
1561707417,Sorrento,Louisiana,LA
1561707418,South Mansfield,Louisiana,LA
1561707419,South Vacherie,Louisiana,LA
1561707420,Spearsville,Louisiana,LA
1561707421,Spokane,Louisiana,LA
1561707422,Springfield,Louisiana,LA
1561707423,Springhill,Louisiana,LA
1561707424,St. Francisville,Louisiana,LA
1561707425,St. Gabriel,Louisiana,LA
1561707426,St. James,Louisiana,LA
1561707427,St. Joseph,Louisiana,LA
1561707428,St. Martinville,Louisiana,LA
1561707429,St. Maurice,Louisiana,LA
1561707430,St. Rose,Louisiana,LA
1561707431,Stanley,Louisiana,LA
1561707432,Starks,Louisiana,LA
1561707433,Start,Louisiana,LA
1561707434,Sterlington,Louisiana,LA
1561707435,Stonewall,Louisiana,LA
1561707436,Sugartown,Louisiana,LA
1561707437,Sulphur,Louisiana,LA
1561707438,Sun,Louisiana,LA
1561707439,Sunset,Louisiana,LA
1561707440,Supreme,Louisiana,LA
1561707441,Swartz,Louisiana,LA
1561707442,Taft,Louisiana,LA
1561707443,Tallulah,Louisiana,LA
1561707444,Tangipahoa,Louisiana,LA
1561707445,Terrytown,Louisiana,LA
1561707446,Thibodaux,Louisiana,LA
1561707447,Tickfaw,Louisiana,LA
1561707448,Timberlane,Louisiana,LA
1561707449,Triumph,Louisiana,LA
1561707450,Tullos,Louisiana,LA
1561707451,Turkey Creek,Louisiana,LA
1561707452,Union,Louisiana,LA
1561707453,Urania,Louisiana,LA
1561707454,Varnado,Louisiana,LA
1561707455,Venice,Louisiana,LA
1561707456,Ventress,Louisiana,LA
1561707457,Vidalia,Louisiana,LA
1561707458,Vienna,Louisiana,LA
1561707459,Vienna Bend,Louisiana,LA
1561707460,Village St. George,Louisiana,LA
1561707461,Ville Platte,Louisiana,LA
1561707462,Vinton,Louisiana,LA
1561707463,Violet,Louisiana,LA
1561707464,Vivian,Louisiana,LA
1561707465,Waggaman,Louisiana,LA
1561707466,Walker,Louisiana,LA
1561707467,Wallace,Louisiana,LA
1561707468,Wallace Ridge,Louisiana,LA
1561707469,Washington,Louisiana,LA
1561707470,Waterproof,Louisiana,LA
1561707471,Watson,Louisiana,LA
1561707472,Welcome,Louisiana,LA
1561707473,Welsh,Louisiana,LA
1561707474,West Monroe,Louisiana,LA
1561707475,Westlake,Louisiana,LA
1561707476,Westminster,Louisiana,LA
1561707477,Westwego,Louisiana,LA
1561707478,White Castle,Louisiana,LA
1561707479,Wilson,Louisiana,LA
1561707480,Winnfield,Louisiana,LA
1561707481,Winnsboro,Louisiana,LA
1561707482,Wisner,Louisiana,LA
1561707483,Woodmere,Louisiana,LA
1561707484,Woodworth,Louisiana,LA
1561707485,Youngsville,Louisiana,LA
1561707486,Zachary,Louisiana,LA
1561707487,Zwolle,Louisiana,LA
